base	mean.quality	sd.quality	p.error
225	32.41	4.95	0.0035
226	32.4	4.96	0.0035
227	32.38	4.96	0.00351
228	32.37	4.97	0.00352
229	32.36	4.97	0.00352
230	32.34	4.98	0.00353
231	32.33	4.99	0.00354
232	32.32	4.99	0.00354
233	32.3	5	0.00355
234	32.29	5	0.00356
235	32.28	5.01	0.00356
236	32.26	5.01	0.00357
237	32.25	5.02	0.00358
238	32.23	5.02	0.00358
239	32.22	5.03	0.00359
240	32.2	5.04	0.0036
241	32.19	5.04	0.0036
242	32.17	5.05	0.00361
243	32.16	5.05	0.00362
244	32.15	5.06	0.00362
245	32.13	5.06	0.00363
246	32.12	5.07	0.00364
247	32.1	5.07	0.00364
248	32.09	5.08	0.00365
249	32.07	5.08	0.00366
250	32.06	5.09	0.00366
251	32.05	5.09	0.00367
252	32.03	5.1	0.00368
253	32.02	5.1	0.00368
254	32.01	5.11	0.00369
255	32	5.11	0.0037
256	31.98	5.12	0.0037
257	31.97	5.12	0.00371
258	31.96	5.12	0.00372
259	31.95	5.13	0.00372
260	31.94	5.13	0.00373
261	31.93	5.14	0.00374
262	31.92	5.14	0.00374
263	31.91	5.14	0.00375
264	31.9	5.15	0.00376
265	31.89	5.15	0.00376
266	31.88	5.15	0.00377
267	31.87	5.15	0.00378
268	31.86	5.16	0.00378
269	31.85	5.16	0.00379
270	31.84	5.16	0.0038
271	31.84	5.16	0.0038
272	31.83	5.16	0.00381
273	31.82	5.17	0.00382
274	31.81	5.17	0.00382
275	31.8	5.17	0.00383
276	31.79	5.17	0.00384
277	31.79	5.17	0.00384
278	31.78	5.17	0.00385
279	31.77	5.17	0.00386
280	31.76	5.17	0.00386
281	31.76	5.18	0.00387
282	31.75	5.18	0.00388
283	31.74	5.18	0.00388
284	31.73	5.18	0.00389
285	31.73	5.18	0.0039
286	31.72	5.18	0.0039
287	31.71	5.18	0.00391
288	31.7	5.18	0.00392
289	31.7	5.18	0.00392
290	31.69	5.19	0.00393
291	31.68	5.19	0.00394
292	31.67	5.19	0.00394
293	31.67	5.19	0.00395
294	31.66	5.19	0.00396
295	31.65	5.2	0.00396
296	31.64	5.2	0.00397
297	31.64	5.2	0.00398
298	31.63	5.2	0.00398
299	31.62	5.21	0.00399
300	31.61	5.21	0.004
301	31.61	5.21	0.004
302	31.6	5.21	0.00401
303	31.6	5.21	0.00402
304	31.59	5.22	0.00402
305	31.59	5.22	0.00403
306	31.58	5.22	0.00404
307	31.58	5.22	0.00404
308	31.57	5.22	0.00405
309	31.57	5.22	0.00406
310	31.57	5.22	0.00406
311	31.56	5.22	0.00407
312	31.56	5.22	0.00408
313	31.56	5.22	0.00408
314	31.55	5.22	0.00409
315	31.55	5.23	0.0041
316	31.55	5.23	0.0041
317	31.55	5.23	0.00411
318	31.54	5.23	0.00412
319	31.54	5.23	0.00412
320	31.54	5.23	0.00413
321	31.54	5.23	0.00414
322	31.53	5.23	0.00414
323	31.53	5.23	0.00415
324	31.53	5.23	0.00416
325	31.52	5.23	0.00416
326	31.52	5.24	0.00417
327	31.52	5.24	0.00418
328	31.51	5.24	0.00418
329	31.51	5.24	0.00419
330	31.5	5.24	0.0042
331	31.5	5.24	0.0042
332	31.49	5.25	0.00421
333	31.49	5.25	0.00422
334	31.48	5.25	0.00422
335	31.47	5.25	0.00423
336	31.47	5.26	0.00424
337	31.46	5.26	0.00424
338	31.45	5.26	0.00425
339	31.44	5.27	0.00426
340	31.43	5.27	0.00426
341	31.42	5.28	0.00427
342	31.41	5.28	0.00428
343	31.4	5.29	0.00428
344	31.39	5.29	0.00429
345	31.38	5.3	0.0043
346	31.38	5.3	0.0043
347	31.37	5.31	0.00431
348	31.36	5.31	0.00432
349	31.35	5.32	0.00432
350	31.34	5.32	0.00433
351	31.33	5.33	0.00434
352	31.32	5.33	0.00434
353	31.31	5.34	0.00435
354	31.3	5.34	0.00436
355	31.29	5.35	0.00436
356	31.28	5.36	0.00437
357	31.27	5.36	0.00438
358	31.26	5.37	0.00438
359	31.25	5.38	0.00439
360	31.24	5.38	0.0044
361	31.23	5.39	0.0044
362	31.22	5.39	0.00441
363	31.21	5.4	0.00442
364	31.2	5.41	0.00442
365	31.19	5.41	0.00443
366	31.18	5.42	0.00444
367	31.16	5.43	0.00444
368	31.15	5.43	0.00445
369	31.14	5.44	0.00446
370	31.13	5.45	0.00446
371	31.11	5.45	0.00447
372	31.1	5.46	0.00448
373	31.08	5.47	0.00448
374	31.07	5.48	0.00449
375	31.05	5.48	0.0045
376	31.04	5.49	0.0045
377	31.02	5.5	0.00451
378	31.01	5.5	0.00452
379	30.99	5.51	0.00452
380	30.97	5.52	0.00453
381	30.95	5.53	0.00454
382	30.93	5.53	0.00454
383	30.92	5.54	0.00455
384	30.9	5.55	0.00456
385	30.88	5.56	0.00456
386	30.86	5.57	0.00457
387	30.84	5.57	0.00458
388	30.82	5.58	0.00458
389	30.8	5.59	0.00459
390	30.77	5.6	0.0046
391	30.75	5.61	0.0046
392	30.73	5.62	0.00461
393	30.71	5.63	0.00462
394	30.69	5.63	0.00462
395	30.66	5.64	0.00463
396	30.64	5.65	0.00464
397	30.62	5.66	0.00464
398	30.6	5.67	0.00465
399	30.57	5.68	0.00466
400	30.55	5.69	0.00466
401	30.53	5.7	0.00467
402	30.51	5.71	0.00468
403	30.48	5.72	0.00468
404	30.46	5.73	0.00469
405	30.44	5.74	0.0047
406	30.41	5.74	0.0047
407	30.39	5.75	0.00471
408	30.37	5.76	0.00472
409	30.34	5.77	0.00472
410	30.32	5.78	0.00473
411	30.3	5.79	0.00474
412	30.28	5.8	0.00474
413	30.25	5.81	0.00475
414	30.23	5.82	0.00476
415	30.21	5.83	0.00476
416	30.18	5.84	0.00477
417	30.16	5.85	0.00478
418	30.14	5.86	0.00478
419	30.11	5.87	0.00479
420	30.09	5.88	0.0048
421	30.06	5.88	0.0048
422	30.04	5.89	0.00481
423	30.01	5.9	0.00482
424	29.99	5.91	0.00482
425	29.96	5.92	0.00483
426	29.94	5.93	0.00484
427	29.91	5.94	0.00484
428	29.88	5.95	0.00485
429	29.86	5.96	0.00486
430	29.83	5.97	0.00486
431	29.81	5.98	0.00487
432	29.78	5.99	0.00488
433	29.75	6	0.00488
434	29.73	6.01	0.00489
435	29.7	6.02	0.0049
436	29.67	6.03	0.0049
437	29.65	6.04	0.00491
438	29.62	6.05	0.00492
439	29.59	6.06	0.00492
440	29.56	6.07	0.00493
441	29.54	6.08	0.00494
442	29.51	6.09	0.00494
443	29.48	6.1	0.00495
444	29.46	6.11	0.00496
445	29.43	6.12	0.00496
446	29.4	6.13	0.00497
447	29.38	6.14	0.00498
448	29.35	6.16	0.00498
449	29.32	6.17	0.00499
450	29.3	6.18	0.005
451	29.27	6.19	0.00501
452	29.24	6.2	0.00501
453	29.22	6.21	0.00502
454	29.19	6.23	0.00503
455	29.16	6.24	0.00503
456	29.13	6.25	0.00504
457	29.11	6.26	0.00505
458	29.08	6.27	0.00505
459	29.05	6.28	0.00506
460	29.02	6.3	0.00507
461	29	6.31	0.00507
462	28.97	6.32	0.00508
463	28.94	6.33	0.00509
464	28.91	6.34	0.00509
465	28.88	6.36	0.0051
466	28.85	6.37	0.00511
467	28.82	6.38	0.00511
468	28.8	6.39	0.00512
469	28.77	6.41	0.00513
470	28.74	6.42	0.00513
471	28.71	6.43	0.00514
472	28.68	6.44	0.00515
473	28.65	6.46	0.00515
474	28.62	6.47	0.00516
475	28.59	6.48	0.00517
476	28.56	6.5	0.00517
477	28.54	6.51	0.00518
478	28.51	6.52	0.00519
479	28.48	6.54	0.00519
480	28.45	6.55	0.0052
481	28.42	6.57	0.00521
482	28.39	6.58	0.00521
483	28.36	6.59	0.00522
484	28.33	6.61	0.00523
485	28.3	6.62	0.00523
486	28.27	6.64	0.00524
487	28.24	6.65	0.00525
488	28.22	6.67	0.00525
489	28.19	6.68	0.00526
490	28.16	6.7	0.00527
491	28.13	6.71	0.00527
492	28.1	6.73	0.00528
493	28.07	6.75	0.00529
494	28.04	6.76	0.00529
495	28.01	6.78	0.0053
496	27.99	6.8	0.00531
497	27.96	6.81	0.00531
498	27.93	6.83	0.00532
499	27.9	6.85	0.00533
500	27.87	6.87	0.00533
501	27.84	6.88	0.00534
502	27.81	6.9	0.00535
503	27.79	6.92	0.00535
504	27.76	6.94	0.00536
505	27.73	6.96	0.00537
506	27.7	6.98	0.00537
507	27.67	6.99	0.00538
508	27.64	7.01	0.00539
509	27.61	7.03	0.00539
510	27.58	7.05	0.0054
511	27.55	7.07	0.00541
512	27.53	7.09	0.00541
513	27.5	7.11	0.00542
514	27.47	7.13	0.00543
515	27.44	7.15	0.00543
516	27.41	7.16	0.00544
517	27.38	7.18	0.00545
518	27.35	7.2	0.00545
519	27.32	7.22	0.00546
520	27.29	7.24	0.00547
521	27.26	7.26	0.00547
522	27.23	7.28	0.00548
523	27.2	7.3	0.00549
524	27.17	7.32	0.00549
525	27.14	7.34	0.0055
526	27.11	7.35	0.00551
527	27.08	7.37	0.00551
528	27.04	7.39	0.00552
529	27.01	7.41	0.00553
530	26.98	7.43	0.00553
531	26.95	7.45	0.00554
532	26.92	7.46	0.00555
533	26.89	7.48	0.00555
534	26.86	7.5	0.00556
535	26.82	7.52	0.00557
536	26.79	7.54	0.00557
537	26.76	7.56	0.00558
538	26.73	7.58	0.00559
539	26.7	7.6	0.00559
540	26.67	7.62	0.0056
541	26.63	7.63	0.00561
542	26.6	7.65	0.00561
543	26.57	7.67	0.00562
544	26.54	7.69	0.00563
545	26.51	7.71	0.00563
546	26.47	7.73	0.00564
547	26.44	7.75	0.00565
548	26.41	7.77	0.00565
549	26.38	7.79	0.00566
550	26.34	7.81	0.00567
551	26.31	7.83	0.00567
552	26.28	7.85	0.00568
553	26.24	7.87	0.00569
554	26.21	7.89	0.00569
555	26.18	7.91	0.0057
556	26.15	7.93	0.00571
557	26.11	7.95	0.00571
558	26.08	7.97	0.00572
559	26.05	7.99	0.00573
560	26.01	8.01	0.00573
561	25.98	8.03	0.00574
562	25.95	8.05	0.00575
563	25.91	8.07	0.00575
564	25.88	8.09	0.00576
565	25.84	8.11	0.00577
566	25.81	8.13	0.00577
567	25.78	8.15	0.00578
568	25.74	8.17	0.00579
569	25.71	8.19	0.00579
570	25.67	8.21	0.0058
571	25.64	8.23	0.00581
572	25.61	8.25	0.00581
573	25.57	8.27	0.00582
574	25.54	8.29	0.00583
575	25.5	8.31	0.00583
576	25.47	8.33	0.00584
577	25.43	8.35	0.00585
578	25.4	8.37	0.00585
579	25.36	8.39	0.00586
580	25.33	8.41	0.00587
581	25.29	8.43	0.00587
582	25.26	8.46	0.00588
583	25.22	8.48	0.00589
584	25.19	8.5	0.00589
585	25.15	8.52	0.0059
586	25.11	8.54	0.00591
587	25.08	8.56	0.00591
588	25.04	8.58	0.00592
589	25.01	8.6	0.00593
590	24.97	8.62	0.00593
591	24.94	8.64	0.00594
592	24.9	8.66	0.00595
593	24.86	8.69	0.00595
594	24.83	8.71	0.00596
595	24.79	8.73	0.00597
596	24.76	8.75	0.00597
597	24.72	8.77	0.00598
598	24.68	8.79	0.00599
599	24.65	8.81	0.00599
600	24.61	8.83	0.006
