base	mean.quality	sd.quality	p.error
206	33.93	4.28	0.00219
207	33.92	4.28	0.00219
208	33.91	4.28	0.0022
209	33.9	4.28	0.0022
210	33.89	4.29	0.00221
211	33.88	4.29	0.00221
212	33.87	4.29	0.00222
213	33.86	4.3	0.00222
214	33.85	4.3	0.00222
215	33.84	4.3	0.00223
216	33.83	4.3	0.00223
217	33.82	4.31	0.00224
218	33.81	4.31	0.00224
219	33.8	4.31	0.00225
220	33.79	4.32	0.00225
221	33.78	4.32	0.00225
222	33.77	4.32	0.00226
223	33.76	4.33	0.00226
224	33.75	4.33	0.00227
225	33.74	4.33	0.00227
226	33.73	4.34	0.00228
227	33.72	4.34	0.00228
228	33.71	4.34	0.00229
229	33.7	4.35	0.00229
230	33.69	4.35	0.00229
231	33.68	4.35	0.0023
232	33.67	4.35	0.0023
233	33.66	4.36	0.00231
234	33.65	4.36	0.00231
235	33.64	4.36	0.00232
236	33.63	4.36	0.00232
237	33.62	4.37	0.00232
238	33.61	4.37	0.00233
239	33.6	4.37	0.00233
240	33.59	4.37	0.00234
241	33.58	4.37	0.00234
242	33.57	4.38	0.00235
243	33.56	4.38	0.00235
244	33.55	4.38	0.00235
245	33.54	4.38	0.00236
246	33.53	4.38	0.00236
247	33.52	4.39	0.00237
248	33.51	4.39	0.00237
249	33.5	4.39	0.00238
250	33.49	4.39	0.00238
251	33.48	4.4	0.00239
252	33.47	4.4	0.00239
253	33.46	4.4	0.00239
254	33.45	4.4	0.0024
255	33.44	4.41	0.0024
256	33.43	4.41	0.00241
257	33.42	4.41	0.00241
258	33.41	4.42	0.00242
259	33.39	4.42	0.00242
260	33.38	4.42	0.00242
261	33.37	4.43	0.00243
262	33.36	4.43	0.00243
263	33.35	4.44	0.00244
264	33.33	4.44	0.00244
265	33.32	4.44	0.00245
266	33.31	4.45	0.00245
267	33.3	4.45	0.00245
268	33.29	4.46	0.00246
269	33.27	4.46	0.00246
270	33.26	4.47	0.00247
271	33.25	4.47	0.00247
272	33.24	4.48	0.00248
273	33.23	4.48	0.00248
274	33.21	4.48	0.00248
275	33.2	4.49	0.00249
276	33.19	4.49	0.00249
277	33.18	4.5	0.0025
278	33.16	4.5	0.0025
279	33.15	4.51	0.00251
280	33.14	4.51	0.00251
281	33.13	4.52	0.00252
282	33.11	4.52	0.00252
283	33.1	4.53	0.00252
284	33.09	4.53	0.00253
285	33.07	4.54	0.00253
286	33.06	4.54	0.00254
287	33.05	4.55	0.00254
288	33.03	4.55	0.00255
289	33.02	4.56	0.00255
290	33.01	4.56	0.00255
291	32.99	4.57	0.00256
292	32.98	4.57	0.00256
293	32.97	4.58	0.00257
294	32.95	4.58	0.00257
295	32.94	4.59	0.00258
296	32.92	4.6	0.00258
297	32.91	4.6	0.00258
298	32.89	4.61	0.00259
299	32.88	4.61	0.00259
300	32.86	4.62	0.0026
301	32.85	4.63	0.0026
302	32.83	4.63	0.00261
303	32.82	4.64	0.00261
304	32.8	4.64	0.00262
305	32.79	4.65	0.00262
306	32.77	4.66	0.00262
307	32.76	4.66	0.00263
308	32.74	4.67	0.00263
309	32.73	4.68	0.00264
310	32.71	4.68	0.00264
311	32.69	4.69	0.00265
312	32.68	4.7	0.00265
313	32.66	4.7	0.00265
314	32.65	4.71	0.00266
315	32.63	4.72	0.00266
316	32.62	4.72	0.00267
317	32.6	4.73	0.00267
318	32.58	4.74	0.00268
319	32.57	4.74	0.00268
320	32.55	4.75	0.00268
321	32.53	4.76	0.00269
322	32.52	4.77	0.00269
323	32.5	4.77	0.0027
324	32.48	4.78	0.0027
325	32.47	4.79	0.00271
326	32.45	4.79	0.00271
327	32.43	4.8	0.00272
328	32.42	4.81	0.00272
329	32.4	4.82	0.00272
330	32.38	4.82	0.00273
331	32.36	4.83	0.00273
332	32.34	4.84	0.00274
333	32.33	4.85	0.00274
334	32.31	4.85	0.00275
335	32.29	4.86	0.00275
336	32.27	4.87	0.00275
337	32.25	4.88	0.00276
338	32.23	4.89	0.00276
339	32.22	4.89	0.00277
340	32.2	4.9	0.00277
341	32.18	4.91	0.00278
342	32.16	4.92	0.00278
343	32.14	4.93	0.00278
344	32.12	4.93	0.00279
345	32.1	4.94	0.00279
346	32.08	4.95	0.0028
347	32.06	4.96	0.0028
348	32.03	4.97	0.00281
349	32.01	4.98	0.00281
350	31.99	4.99	0.00281
351	31.97	5	0.00282
352	31.95	5.01	0.00282
353	31.93	5.02	0.00283
354	31.9	5.02	0.00283
355	31.88	5.03	0.00284
356	31.86	5.04	0.00284
357	31.84	5.05	0.00285
358	31.81	5.06	0.00285
359	31.79	5.07	0.00285
360	31.77	5.08	0.00286
361	31.74	5.09	0.00286
362	31.72	5.1	0.00287
363	31.7	5.11	0.00287
364	31.67	5.12	0.00288
365	31.65	5.13	0.00288
366	31.63	5.14	0.00288
367	31.6	5.15	0.00289
368	31.58	5.16	0.00289
369	31.56	5.17	0.0029
370	31.54	5.18	0.0029
371	31.51	5.19	0.00291
372	31.49	5.2	0.00291
373	31.47	5.21	0.00291
374	31.44	5.22	0.00292
375	31.42	5.23	0.00292
376	31.4	5.24	0.00293
377	31.38	5.24	0.00293
378	31.35	5.25	0.00294
379	31.33	5.26	0.00294
380	31.31	5.27	0.00295
381	31.28	5.28	0.00295
382	31.26	5.29	0.00295
383	31.23	5.3	0.00296
384	31.21	5.31	0.00296
385	31.18	5.32	0.00297
386	31.15	5.33	0.00297
387	31.13	5.34	0.00298
388	31.1	5.35	0.00298
389	31.07	5.36	0.00298
390	31.05	5.37	0.00299
391	31.02	5.39	0.00299
392	30.99	5.4	0.003
393	30.97	5.41	0.003
394	30.94	5.42	0.00301
395	30.91	5.43	0.00301
396	30.89	5.44	0.00301
397	30.86	5.45	0.00302
398	30.83	5.46	0.00302
399	30.8	5.47	0.00303
400	30.78	5.48	0.00303
401	30.75	5.49	0.00304
402	30.73	5.5	0.00304
403	30.7	5.51	0.00304
404	30.67	5.52	0.00305
405	30.65	5.53	0.00305
406	30.62	5.54	0.00306
407	30.6	5.55	0.00306
408	30.58	5.56	0.00307
409	30.55	5.57	0.00307
410	30.53	5.58	0.00308
411	30.51	5.59	0.00308
412	30.49	5.6	0.00308
413	30.46	5.6	0.00309
414	30.44	5.61	0.00309
415	30.42	5.62	0.0031
416	30.4	5.63	0.0031
417	30.38	5.64	0.00311
418	30.36	5.65	0.00311
419	30.34	5.66	0.00311
420	30.32	5.66	0.00312
421	30.3	5.67	0.00312
422	30.28	5.68	0.00313
423	30.26	5.69	0.00313
424	30.24	5.7	0.00314
425	30.22	5.7	0.00314
426	30.2	5.71	0.00314
427	30.18	5.72	0.00315
428	30.16	5.73	0.00315
429	30.15	5.74	0.00316
430	30.13	5.74	0.00316
431	30.11	5.75	0.00317
432	30.09	5.76	0.00317
433	30.07	5.77	0.00318
434	30.05	5.78	0.00318
435	30.03	5.78	0.00318
436	30.01	5.79	0.00319
437	30	5.8	0.00319
438	29.98	5.81	0.0032
439	29.96	5.81	0.0032
440	29.94	5.82	0.00321
441	29.92	5.83	0.00321
442	29.9	5.84	0.00321
443	29.88	5.85	0.00322
444	29.86	5.86	0.00322
445	29.85	5.86	0.00323
446	29.83	5.87	0.00323
447	29.81	5.88	0.00324
448	29.79	5.89	0.00324
449	29.77	5.9	0.00324
450	29.75	5.91	0.00325
451	29.73	5.92	0.00325
452	29.72	5.92	0.00326
453	29.7	5.93	0.00326
454	29.68	5.94	0.00327
455	29.67	5.95	0.00327
456	29.65	5.95	0.00327
457	29.64	5.96	0.00328
458	29.62	5.97	0.00328
459	29.61	5.97	0.00329
460	29.59	5.98	0.00329
461	29.58	5.99	0.0033
462	29.56	5.99	0.0033
463	29.55	6	0.00331
464	29.54	6	0.00331
465	29.52	6.01	0.00331
466	29.51	6.02	0.00332
467	29.5	6.02	0.00332
468	29.48	6.03	0.00333
469	29.47	6.04	0.00333
470	29.46	6.04	0.00334
471	29.44	6.05	0.00334
472	29.43	6.05	0.00334
473	29.42	6.06	0.00335
474	29.4	6.07	0.00335
475	29.39	6.07	0.00336
476	29.38	6.08	0.00336
477	29.36	6.09	0.00337
478	29.35	6.1	0.00337
479	29.33	6.1	0.00337
480	29.32	6.11	0.00338
481	29.3	6.12	0.00338
482	29.29	6.13	0.00339
483	29.27	6.14	0.00339
484	29.26	6.15	0.0034
485	29.24	6.15	0.0034
486	29.22	6.16	0.00341
487	29.2	6.17	0.00341
488	29.18	6.18	0.00341
489	29.16	6.2	0.00342
490	29.14	6.21	0.00342
491	29.12	6.22	0.00343
492	29.1	6.23	0.00343
493	29.08	6.24	0.00344
494	29.06	6.25	0.00344
495	29.04	6.27	0.00344
496	29.02	6.28	0.00345
497	29	6.29	0.00345
498	28.98	6.31	0.00346
499	28.96	6.32	0.00346
500	28.94	6.33	0.00347
501	28.92	6.35	0.00347
502	28.9	6.36	0.00347
503	28.88	6.37	0.00348
504	28.86	6.39	0.00348
505	28.84	6.4	0.00349
506	28.82	6.41	0.00349
507	28.8	6.43	0.0035
508	28.77	6.44	0.0035
509	28.75	6.46	0.00351
510	28.73	6.47	0.00351
511	28.71	6.49	0.00351
512	28.69	6.5	0.00352
513	28.67	6.52	0.00352
514	28.64	6.53	0.00353
515	28.62	6.55	0.00353
516	28.6	6.56	0.00354
517	28.57	6.58	0.00354
518	28.55	6.59	0.00354
519	28.52	6.61	0.00355
520	28.5	6.62	0.00355
521	28.47	6.64	0.00356
522	28.44	6.65	0.00356
523	28.42	6.67	0.00357
524	28.39	6.69	0.00357
525	28.36	6.7	0.00357
526	28.33	6.72	0.00358
527	28.3	6.73	0.00358
528	28.27	6.75	0.00359
529	28.24	6.76	0.00359
530	28.21	6.78	0.0036
531	28.18	6.8	0.0036
532	28.15	6.81	0.0036
533	28.12	6.83	0.00361
534	28.08	6.84	0.00361
535	28.05	6.86	0.00362
536	28.02	6.88	0.00362
537	27.99	6.89	0.00363
538	27.95	6.91	0.00363
539	27.92	6.93	0.00364
540	27.89	6.95	0.00364
541	27.86	6.96	0.00364
542	27.82	6.98	0.00365
543	27.79	7	0.00365
544	27.75	7.01	0.00366
545	27.72	7.03	0.00366
546	27.68	7.05	0.00367
547	27.65	7.07	0.00367
548	27.61	7.08	0.00367
549	27.58	7.1	0.00368
550	27.54	7.12	0.00368
551	27.5	7.14	0.00369
552	27.47	7.16	0.00369
553	27.43	7.17	0.0037
554	27.39	7.19	0.0037
555	27.36	7.21	0.0037
556	27.32	7.23	0.00371
557	27.28	7.25	0.00371
558	27.24	7.27	0.00372
559	27.2	7.29	0.00372
560	27.16	7.3	0.00373
561	27.12	7.32	0.00373
562	27.08	7.34	0.00374
563	27.04	7.36	0.00374
564	27	7.38	0.00374
565	26.96	7.4	0.00375
566	26.92	7.42	0.00375
567	26.87	7.44	0.00376
568	26.83	7.46	0.00376
569	26.79	7.48	0.00377
570	26.75	7.5	0.00377
571	26.7	7.52	0.00377
572	26.66	7.54	0.00378
573	26.61	7.56	0.00378
574	26.57	7.58	0.00379
575	26.52	7.6	0.00379
576	26.48	7.62	0.0038
577	26.43	7.64	0.0038
578	26.39	7.66	0.0038
579	26.34	7.68	0.00381
580	26.3	7.7	0.00381
581	26.25	7.72	0.00382
582	26.2	7.75	0.00382
583	26.15	7.77	0.00383
584	26.11	7.79	0.00383
585	26.06	7.81	0.00383
586	26.01	7.83	0.00384
587	25.96	7.85	0.00384
588	25.91	7.87	0.00385
589	25.86	7.9	0.00385
590	25.81	7.92	0.00386
591	25.76	7.94	0.00386
592	25.71	7.96	0.00387
593	25.66	7.98	0.00387
594	25.61	8.01	0.00387
595	25.56	8.03	0.00388
596	25.51	8.05	0.00388
597	25.46	8.07	0.00389
598	25.4	8.1	0.00389
599	25.35	8.12	0.0039
600	25.3	8.14	0.0039
